filename,model,line_count,job_count,step_count,section_6.1,section_6.2,section_6.3,section_6.4,section_6.5,section_6.6,section_6.7,section_6.8,section_6.9,section_6.10,section_6.11,section_6.12,section_6.13,section_6.14,section_6.15,section_6.16,section_6.17,section_6.18,section_6.19,section_6.20,section_6.21,section_6.22,section_6.23,section_6.24,section_6.25,section_6.26,section_6.27,section_6.28,section_6.29,section_6.30
java/FirebirdSQL@jaybird/gha_codeql.yml,gpt-5,42,1,6,YES,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NO,YES,NO,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,YES,YES,NO,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,YES
java/FluentLenium@FluentLenium/gha_e2e-workflow.yml,gpt-5,116,8,29,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,NOT APPLICABLE,NO,NO,NO,NO,YES,NO,NO,NOT APPLICABLE,YES,NO,YES,YES
java/Foulest@RepairKit/gha_dependency-review.yml,gpt-5,13,1,2,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,NOT APPLICABLE,NO,NO,YES,NOT APPLICABLE,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE
java/FoundationDB@fdb-record-layer/gha_mixed_mode_test.yml,gpt-5,39,1,9,YES,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,NO,NO,NO,NO,NOT APPLICABLE,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NO,NO,NO,YES,NO,NO,YES
java/GTNewHorizons@GT5-Unofficial/gha_build-and-test.yml,gpt-5,12,1,1,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,NO,YES,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,YES
java/GTNewHorizons@NewHorizonsCoreMod/gha_build-and-test.yml,gpt-5,12,1,1,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,YES,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE
java/GetStream@stream-java/gha_initiate_release.yml,gpt-5,45,1,5,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,NO,NO,YES,NOT APPLICABLE,YES,NO,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,NO,NO,NO,NO,YES,NO,YES,YES
java/GoogleCloudPlatform@bigquery-etl-dataflow-sample/gha_maven.yml,gpt-5,19,1,3,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NOT APPLICABLE,NO,NOT APPLICABLE,NO,YES,YES,NO,NOT APPLICABLE,YES,NO,NO,NOT APPLICABLE
java/GoogleCloudPlatform@dlp-dataflow-deidentification/gha_action.yml,gpt-5,44,0,0,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NO,NO,NO,NO,NOT APPLICABLE,NOT APPLICABLE
java/GoogleCloudPlatform@google-cloud-spanner-hibernate/gha_maven.yml,gpt-5,27,1,5,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NO,YES,YES,NO,NOT APPLICABLE,YES,YES,NO,NOT APPLICABLE
java/GrapheneOS@Auditor/gha_build.yml,gpt-5,15,1,3,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,YES,YES,NO,NO,YES,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,YES,YES,NO,NOT APPLICABLE,YES,YES,YES,YES
java/GrapheneOS@Camera/gha_build.yml,gpt-5,15,1,3,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NOT APPLICABLE,NO,YES,YES,NO,NOT APPLICABLE,YES,NO,NO,YES
java/Graylog2@graylog2-server/gha_changelog.yml,gpt-5,14,1,1,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,NOT APPLICABLE,NO,NO,YES,NOT APPLICABLE,YES,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,YES
java/HDFGroup@hdfview/gha_clang-format-check.yml,gpt-5,19,1,2,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,NOT APPLICABLE,NO,NO,YES,NOT APPLICABLE,YES,NO,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,NO,NO,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,NO,YES,YES
java/HL7@fhir-ig-publisher/gha_bidi-checker.yml,gpt-5,22,1,3,YES,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,NOT APPLICABLE,NO,NO,YES,NOT APPLICABLE,YES,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NO,NO,NOT APPLICABLE,YES
java/HamaWhiteGG@langchain-java/gha_maven-build.yml,gpt-5,19,1,3,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,YES,YES,NO,NO,YES,YES,YES,NO,YES,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NO,YES,YES,NO,NOT APPLICABLE,YES,YES,NO,NOT APPLICABLE
java/Hendrix-Shen@MagicLib/gha_CI.yml,gpt-5,57,5,5,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,NOT APPLICABLE,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NO,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,NO,NO,NOT APPLICABLE,YES,NO,NOT APPLICABLE,NOT APPLICABLE,NO,YES,YES
java/HermesGermany@galapagos/gha_dockerhub.yml,gpt-5,23,1,3,YES,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NO,NO,NO,NO,YES,NOT APPLICABLE,YES,NO,NO,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NO,NO,NO,NO,NOT APPLICABLE,NO,NO,NO,NOT APPLICABLE
java/Hexlet@hexlet-correction/gha_github-ci.yml,gpt-5,25,1,5,NO,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,YES,NO,NO,YES,NOT APPLICABLE,YES,NO,YES,NOT APPLICABLE,YES,NO,YES,NO,YES,NO,NO,NOT APPLICABLE,YES,NO,NO,NOT APPLICABLE
java/IQSS@dataverse/gha_maven_unit_test.yml,gpt-5,126,4,20,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NOT APPLICABLE,YES,YES,YES,YES
java/Lihuanghe@SMSGate/gha_maven.yml,gpt-5,35,1,5,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NOT APPLICABLE,YES,NO,NO,NO,YES,YES,NO,NOT APPLICABLE,NO,NO,YES,YES
java/cryptomator@cryptofs/gha_build.yml,gpt-5,51,1,7,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NOT APPLICABLE,YES,NO,YES,YES,NO,YES,NO,NOT APPLICABLE,YES,NO,NO,NOT APPLICABLE
java/nats-io@nats.java/gha_build-main.yml,gpt-5,48,1,7,YES,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NO,NO,NO,NO,YES,NOT APPLICABLE,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,NO,NO,NO,NOT APPLICABLE,YES,NO,NO,NOT APPLICABLE
java/opencb@cellbase/gha_manual-test.yml,gpt-5,52,1,5,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NO,YES,YES,NO,NO,NO,NO,YES,YES
java/pulumi@pulumi-command/gha_command-dispatch.yml,gpt-5,49,1,2,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,YES,NO,NO,NOT APPLICABLE,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NOT APPLICABLE,YES,NO,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,NO,NOT APPLICABLE,YES
java/stefan-niedermann@nextcloud-deck/gha_android.yml,gpt-5,60,4,12,YES,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,YES,YES,NO,NOT APPLICABLE,YES,YES,YES,YES
java/togglz@togglz/gha_maven.yml,gpt-5,30,1,4,NO,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NO,YES,NO,NO,YES,NO,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,YES,NO,NO,NOT APPLICABLE,YES,NO,YES,YES
java/virtualcell@vcell/gha_bsts_local.yml,gpt-5,103,1,12,YES,YES,NO,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NO,NO,NO,NO,YES,NOT APPLICABLE,NO,NO,NO,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NO,NO,NO,NO,NOT APPLICABLE,NO,NO,NO,NOT APPLICABLE
java/woowacourse-teams@2023-festa-go/gha_cd-back-dev.yml,gpt-5,47,1,7,YES,YES,YES,YES,YES,NOT APPLICABLE,NOT APPLICABLE,YES,NO,NO,NO,NO,YES,NO,YES,NO,YES,NOT APPLICABLE,YES,NO,NOT APPLICABLE,NO,YES,NO,NO,NOT APPLICABLE,YES,NO,NO,NOT APPLICABLE
